"radius"	"intCrit"
0.1	NaN
0.2	NaN
0.3	NaN
0.4	NaN
0.5	NaN
0.6	NaN
0.7	NaN
0.8	NaN
0.9	NaN
1	NaN
1.1	NaN
1.2	NaN
1.3	NaN
1.4	NaN
1.5	NaN
1.6	NaN
1.7	NaN
1.8	NaN
1.9	NaN
2	NaN
2.1	NaN
2.2	NaN
2.3	NaN
2.4	NaN
2.5	NaN
2.6	NaN
2.7	NaN
2.8	NaN
2.9	NaN
3	NaN
3.1	NaN
3.2	NaN
3.3	NaN
3.4	NaN
3.5	NaN
3.6	NaN
3.7	NaN
3.8	NaN
3.9	NaN
4	NaN
4.1	NaN
4.2	NaN
4.3	NaN
4.4	NaN
4.5	NaN
4.6	NaN
4.7	NaN
4.8	NaN
4.9	NaN
5	NaN
5.1	NaN
5.2	NaN
5.3	NaN
5.4	NaN
5.5	NaN
5.6	NaN
5.7	NaN
5.8	NaN
5.9	NaN
5.99999999999999	NaN
6.09999999999999	NaN
6.19999999999999	NaN
6.29999999999999	NaN
6.39999999999999	NaN
6.49999999999999	NaN
6.59999999999999	NaN
6.69999999999999	NaN
6.79999999999999	NaN
6.89999999999999	NaN
6.99999999999999	NaN
7.09999999999999	NaN
7.19999999999999	NaN
7.29999999999999	NaN
7.39999999999999	NaN
7.49999999999999	NaN
7.59999999999999	NaN
7.69999999999999	NaN
7.79999999999999	NaN
7.89999999999999	NaN
7.99999999999999	NaN
8.09999999999999	NaN
8.19999999999999	NaN
8.29999999999999	NaN
8.39999999999999	NaN
8.49999999999999	NaN
8.59999999999999	NaN
8.69999999999999	NaN
8.79999999999998	NaN
8.89999999999998	NaN
8.99999999999998	NaN
9.09999999999998	NaN
9.19999999999998	NaN
9.29999999999998	NaN
9.39999999999998	NaN
9.49999999999998	NaN
9.59999999999998	NaN
9.69999999999998	NaN
9.79999999999998	NaN
9.89999999999998	NaN
9.99999999999998	NaN
10.1	NaN
10.2	0.177475925335825
10.3	0.177475925335825
10.4	0.177081720248505
10.5	0.180698698096762
10.6	0.180698698096762
10.7	0.180698698096762
10.8	NaN
10.9	0.177444338519681
11	0.183466240445397
11.1	NaN
11.2	0.17444715932428
11.3	0.17444715932428
11.4	0.17444715932428
11.5	0.17444715932428
11.6	0.177179985893623
11.7	0.177179985893623
11.8	0.177179985893623
11.9	0.172406268271144
12	0.172406268271144
12.1	0.172406268271144
12.2	0.173810032125032
12.3	0.173810032125032
12.4	0.173647640331495
12.5	0.180155318436073
12.6	0.179659177605217
12.7	0.18609029011033
12.8	0.192145228165021
12.9	0.192145228165021
13	0.196222927069792
13.1	0.196222927069792
13.2	0.216968638788453
13.3	0.216968638788453
13.4	0.208850928858428
13.5	0.200467803526002
13.6	0.200467803526002
13.7	0.200467803526002
13.8	0.189483510687552
13.9	0.189483510687552
14	0.188136261013348
14.1	0.188136261013348
14.2	0.188136261013348
14.3	0.188136261013348
14.4	0.188136261013348
14.5	0.188136261013348
14.6	0.188136261013348
14.7	0.196082458815038
14.8	0.196082458815038
14.9	0.196082458815038
15	0.196082458815038
15.1	0.196082458815038
15.2	0.204721668741186
15.3	0.204721668741186
15.4	0.20642446704782
15.5	0.204895206441882
15.6	0.204895206441882
15.7	0.204895206441882
15.8	0.200719180855633
15.9	0.200719180855633
16	0.200719180855633
16.1	0.200719180855633
16.2	0.200719180855633
16.3	0.209793600488075
16.4	0.209793600488075
16.5	0.209793600488075
16.6	0.209793600488075
16.7	0.232063073473359
16.8	0.232063073473359
16.9	0.232063073473359
17	0.232063073473359
17.1	0.232063073473359
17.2	0.232063073473359
