"radius"	"intCrit"
0.01	0.429373302139017
0.02	0.523685338477165
0.03	0.524487950989416
0.04	0.524982964103592
0.05	0.521565979242224
0.06	0.515530713546499
0.07	0.511925349776804
0.08	0.50532215989605
0.09	0.499339188464869
0.1	0.488849720514057
0.11	0.467900707593771
0.12	0.45012744763887
0.13	0.432248464893751
0.14	0.429135465128527
0.15	0.426121899694351
0.16	0.432469787526629
0.17	0.430330549360924
0.18	0.403385243746162
0.19	0.380436502615537
0.2	0.372606905555919
0.21	0.374364876440221
0.22	0.368965802641262
0.23	0.378026439614768
0.24	0.377459214762346
0.25	0.377275425891285
0.26	0.382919945475877
0.27	0.335781080452705
0.28	0.374430613431219
0.29	0.393547664939564
0.3	0.338888823094673
0.31	0.340065340413526
0.32	0.34026668807818
0.33	0.341209117838177
0.34	0.342848477606883
0.35	0.344343221879744
0.36	0.345938020223804
0.37	0.346530496863715
0.38	0.346935290632237
0.39	0.347680137250947
0.4	0.347976981937481
0.41	0.348499600474177
0.42	0.348916905484986
0.43	0.349064684766011
0.44	0.349669790052031
0.45	0.351160671049662
0.46	0.351932767714457
0.47	0.38143333244327
0.48	0.323711808778442
0.49	0.323014755701938
0.5	0.322125189268717
0.51	0.320894312363275
0.52	0.319748599302905
0.53	0.318485523830971
0.54	0.317345756443139
0.55	0.315955949201442
0.56	0.314562131547783
0.57	0.313312725390635
0.58	0.312386019390602
0.59	0.311030698741197
0.6	0.30970082710515
0.61	0.308160821437868
0.62	0.306860771697285
0.63	0.305270302215504
0.64	0.303887982089462
0.65	0.368613063096518
0.66	0.368613063096518
0.67	0.368613063096518
0.68	0.368613063096518
0.69	0.368613063096518
0.7	0.368613063096518
0.71	0.368613063096518
0.72	0.368613063096518
0.73	0.368613063096518
0.74	0.368613063096518
0.75	0.368613063096518
0.76	0.368613063096518
0.77	0.368613063096518
0.78	0.372380926338127
0.79	0.301998642919209
0.8	0.300932151278493
0.81	0.299978357979242
0.820000000000001	0.298935665991625
0.830000000000001	0.297707820857878
0.840000000000001	0.296277497732798
0.850000000000001	0.294946990004644
0.860000000000001	0.293932554639527
0.870000000000001	0.292599905804167
0.880000000000001	0.291573240913146
0.890000000000001	0.290536692327245
0.900000000000001	0.289739043484345
0.910000000000001	0.288431145357291
0.920000000000001	0.343936754320061
0.930000000000001	0.343936754320061
0.940000000000001	0.343936754320061
0.950000000000001	0.343936754320061
0.960000000000001	0.343936754320061
0.970000000000001	0.343936754320061
0.980000000000001	0.343936754320061
0.990000000000001	0.343936754320061
1	0.343936754320061
1.01	0.343936754320061
1.02	0.343936754320061
1.03	0.343936754320061
1.04	0.343936754320061
1.05	0.343936754320061
1.06	0.343936754320061
1.07	0.343936754320061
1.08	0.343936754320061
1.09	0.343936754320061
1.1	0.343936754320061
1.11	0.343936754320061
1.12	0.343936754320061
1.13	0.343936754320061
1.14	0.343936754320061
1.15	0.343936754320061
1.16	0.343936754320061
1.17	0.343936754320061
1.18	0.343936754320061
1.19	0.343936754320061
1.2	0.343936754320061
1.21	0.343936754320061
1.22	0.343936754320061
1.23	0.343936754320061
1.24	0.343936754320061
1.25	0.343936754320061
1.26	0.343936754320061
1.27	0.343936754320061
1.28	0.343936754320061
1.29	0.343936754320061
1.3	0.343936754320061
1.31	0.337753617688237
1.32	0.335371463532329
1.33	0.333450646290626
1.34	0.333450646290626
1.35	0.333450646290626
1.36	0.333450646290626
1.37	0.331039290376667
1.38	1
1.39	1
1.4	1
1.41	1
1.42	1
1.43	1
1.44	1
1.45	1
1.46	1
1.47	1
1.48	1
1.49	1
1.5	1
1.51	1
1.52	1
1.53	1
1.54	1
1.55	1
1.56	1
1.57	1
1.58	1
1.59	1
1.6	1
1.61	1
1.62	1
1.63	1
1.64	1
1.65	1
1.66	1
1.67	1
1.68	1
1.69	1
1.7	1
1.71	1
1.72	1
1.73	1
1.74	1
1.75	1
1.76	1
1.77	1
1.78	1
1.79	1
1.8	1
1.81	1
1.82	1
1.83	1
1.84	1
1.85	1
1.86	1
1.87	1
1.88	1
1.89	1
1.9	1
1.91	1
1.92	1
1.93	1
1.94	1
1.95	1
1.96	1
1.97	1
1.98	1
1.99	1
